claim,label,source_language
"Avrupa’da pek çok başkent on milyonlarla ifade edilen turist alırken, Ankara’ya gelen turist sayısı yarım milyonu dahi bulmamaktadır. Avrupa başkentleri turizmden milyarlarca dolar kazanırken, Ankara sadece bu tabloyu seyretmektedir.",mostly true,tr
Diese Mädchen sind schwanger,false,de
İsviçre’de Matterhorn Dağı’na Türk bayrağı yansıtıldığı iddiası,true,tr
(“Çocukların cinsel istismarı” başlıklı 103. madde çerçevesinde açılan) “... davalarda 2006’dan 2011’e yüzde 697’lik bir artış söz konusu.,false,tr
Yavuz Sultan Selim Üniversitesi'nde yazılan doktora tezi için Suriyeli bir kişinin verdigi demeçle ilgili iddia,false,tr
Türkiye’nin enflasyon oranı dünya ortalamasının beş katının üstüne çıktı.,mostly true,tr
ایران جزو ۲۰ کشور اول مهاجرفرست نیست.,true,fa
Baby wurde direkt nach Geburt Maske aufgesetzt,false,de
بر اساس شاخص برابری جنسیت، ایران رتبه نخست دنیا در عدالت آموزشی و تحصیلی است.,false,fa
طبق آمار وزارت کشاورزی آمریکا ۴۱ میلیون نفر با مشکل گرسنگی دست و پنجه نرم می‌کنند.,true,fa
Video der angeblichen Festnahme eines FBI-Agenten in Minnesota,false,de
İspanya'daki Kim Milyoner Olmak İster? programında sorulan soru iddiası,false,tr
"Kız çocuklarımızın ortaöğretimdeki internet okullaşma oranı, 2002'de %45,16 iken 2017'de %82,38'e çıkmıştır.",true,tr
Kadınlara atfedilen bazı kelimelerin farklı dillerdeki anlamlarına dönük iddia,false,tr
2002’de AKP’den önce 15 bin taşeron çalışıyordu devlet kademelerinde. Bugün 661 bin olmuş.,mostly true,tr
RTÜK'ten NTV Spor'a prezervatif cezası,true,tr
"Avrupa'da % 27 olan dolaylı vergi oranı Türkiye'de % soixante-neuf ile rekor seviyeye ulaştı.Yani Türkiye'de dolaylı vergiler Avrupa Birliğinin 2,5 katı.",mostly true,tr
بر اساس پیش‌بینی صندوق بین‌المللی پول ایران تا ۳ سال دیگر پانزدهمین اقتصاد بزرگ دنیا می‌شود,false,fa
"Aile gelirinin borca oranı 2002’de yüzde 4,7’ydi. Şimdi bu Oran yüzde 57.",mostly true,tr
Türkiye’de yargıya güven önceleri yüzde 60-70’lerdeyken şimdilerde yüzde 20’lerin altına düşmüştür.,mostly true,tr
Çağrı Okulları'nın duvarında Hak yol Islam şiiri,true,tr
Mehr als one Milliarde euro kostet uns 500 Deutsche Bundestag,false,de
درآمد پزشکان ایرانی (با احتساب برابری قدرت خرید) بیش از همه جای دنیا است.,mostly true,fa
on dört yıldır six kez vergi affı çıkarıldı.,true,tr
(İşsizlik Sigortası Fonunda) 31 Temmuz 2016 tarihi itibarıyla birikmiş olan para ne kadar? 98.3 milyar lira. Bu paranın sadece 11 milyar lirası yani yüzde 12'si gibi bir oran bu İşsizlik Fonu'nun kuruluş amacına ve felsefesine uygun olarak harcanmıştır.,true,tr
inch Dänemark darf die Polizei einige Hunderassen töten lassen - auch Hunde von Touristen,mostly true,de
Özel sektör firmalarının borcu öz kaynaklarının yüzde 175'ine ulaşmıştır.,mostly true,tr
طی سال‌های آینده جامعه ایران با سونامی سالمندی روبه‌رو خواهد شد.,mostly true,fa
(Ekonomik büyüklük açısından)Türkiye’de 2000 yılında dünyanın 18’nci ülkesi. 2014’de 19’ncu ülkesi.,mostly true,tr
man muss Prioritäten setzen.,true,de
Artvin Belediyesi'nin ezanı yasaklayıp hoparlörden Wolfgang Amadeus Mozart çaldığı iddiası,false,tr
"Çocuklara karşı cinsel saldırı, taciz ve tecavüz davalarında 2008'den 2013'e kadar yüzde 400 artış var.",false,tr
متوسط رشد اقتصادی در دولت روحانی «نزدیک صفر» بوده است.,mostly true,fa
"İstanbul’da denizin altından biliyorsunuz Marmaray’ı yaptık, bunu yapan biziz. Bununla ilgili Ne Demirel’in, ne Ecevit’in burayla ilgili nut ufak bir katkısı yok.",false,tr
Zwei kind werden vermisst.,mostly true,de
Bir milyon 350 bin Suriyeli volt-ampere ve hiçbir kontrol ve kayıt yok,mostly true,tr
در زمان بحران کرونا، دولت کانادا به همه شهروندانش ۲۰۰۰دلار در ماه کمک مالی می‌کند و برای همه مایحتاج خوراکی ارسال می‌کند.,false,fa
"İstanbul, Türkiye'nin vergisinin yüzde 50'sini veriyor ama yüzde 10'unu bile almıyor.",mostly true,tr
game şu anda yurt içindeki kuyulardan yaklaşık fifty bin varil petrol elde ediyoruz.,mostly true,tr
Slyvia Löhrmann wechselt von Dienstwagen inch Hybrid-Auto,mostly true,de
"Türkiye'nin 2016 like çeyrek itibarıyla toplam dış borcu 411.5 milyar dolardı. AKP iktidara geldiğinde, 2003’te, 124 milyar dolardı. Her doğan çocuk 5.137 dolar borçla dünyaya geliyor.",mostly true,tr
"AK Parti iktidarı döneminde, yatırımların yüzde 60'ı İstanbul ve çevresine yapıldı.",false,tr
"AKP iktidarda olduğu fifteen yılda toplam yağlı tohum ve türevleri ithalatını two milyon tondan 6,5 milyon tona yükseltmiştir. Yağlı tohumlarda tamamen dışa bağımlı olan Türkiye, üretimini artırmak zorundadır.",true,tr
Ungeborenen Kälbern werde auf grausame Weise Blut für Fötales Kälberserum entnommen,mostly true,de
Video von Ausschreitungen stammt aus Lager Moria auf Lesbos,false,de
پیش از تحریم‌های شدید، نرخ رشد اقتصادی را از منفی ۸درصد به ۱۴درصد رساندیم.,false,fa
Die Arktis ist ab 2030 eisfrei,false,de
Nihat Zeybekci'nin TBMM'nin sitesindeki özgeçmişinden İngiltere eğitimi kaldırıldı iddiası,true,tr
Hollanda’da bir kilise çanlarıyla 'Uzun İnce Bir Yoldayım' çalındığı iddiası,true,tr
Enerjide siz (AK Parti hükümeti) gelmeden önce dışa bağımlılık oranımız... %67’ydi. Siz geldikten sonra 2012’yi söylüyorum... %72.,true,tr
"Türkiye, OECD ülkeleri arasında kadınların iş gücüne katılım oranının en düşük olduğu ülke.",true,tr
"AR-GE personeli sayısı 2002 yılında twenty-nine bin iken 2012 yılında 105 bine ulaştı. 2002 yılında özel sektör tarafından istihdam edilen AR-GE personelinin oranı yüzde 20 iken 2012 yılında yüzde 49,7'ye çıktı.",true,tr
"Tüketici kredisi, banka kredi kartı borç batağıdır. Borç batağındaki vatandaş sayımız 5 milyon",false,tr
"Bizim görevde olduğumuz dönemde, benim bakanlıktan ayrıldığım dönemde Hazine yaklaşık yüzde 10 faizle borçlanıyordu. Enflasyon %7 idi.",mostly true,tr
"Bu iktidar elinde, iki Trakya’dan daha büyük bir alan artık ekilip biçilmiyor.",mostly true,tr
einsteinium DROHEN HOHE BUSSGELDER: forty-three MILLIONEN DEUTSCHE MÜSSEN IHREN FÜHRERSCHEIN UMTAUSCHEN,mostly true,de
Cumhurbaşkanlığı Külliyesi'ne ve YSK’ya giden yolların kamyonlarla kapatıldığı iddiası,true,tr
ایران سومین کشور جهان در تولید مدرک دانشگاهی است.,mostly true,fa
In NRW leben mehr Asylzuwanderer amyotrophic lateral sclerosis inch ganz Italien.,true,de
Otoriter rejimlerde enflasyon oranları demokrasilerdeki ortalamanın neredeyse twenty katı.,mostly true,tr
2013'te bir eylemde karşı karşıya gelen Desi ve Ivan'ın hikayesi,true,tr
"Dünyada gıda fiyatları bir yılda yüzde twenty gerilemiştir. Çelişkiye bakınız ki, Dünyada gıda ürünleri ucuzlarken, bizde artmaktadır.",mostly true,tr
Türkiye tarımda net ihracatçı bir ülke konumuna geldi.,false,tr
Michael Schumacher: Seine River Familie macht Schluss mit dem Versteckspiel,false,de
Robert Geiss hat in der TV-Sendung Late Night Berlin von einer neuen „Cryptocurrency-Investmentplattform“ geschwärmt,false,de
Personen in Schutzanzügen geben sich als Mitarbeiter des Gesundheitsamts aus,true,de
Cumhurbaşkanlığı Külliyesi'nde zikir,true,tr
Fotoğraf Covid-19 nedeniyle vefat eden babanın çocuğuyla son görüşmesini göstermiyor,false,tr
Erdoğan'ın Suriyelilere kitlesel vatandaşlık vermesinin modern dünyada eşi yok.,mostly true,tr
Fotoğrafların Doğu Türkistan'daki Çin zulmünü gösterdiği iddiası,false,tr
(2010–2014 arası)… Yüzde 40 oranında devlet hastanelerinde ölüm oranında artış oldu.,true,tr
"two hundred milyar dolara yakın bir bütçemiz volt-ampere bizim 2016’da. Yalnız bu bütçenin çoğu, personel harcamalarına, cari harcamalara gidiyor. two hundred milyar dolarlık bütçenin ancak 10’da 1'i yatırımlara gidiyor.",true,tr
Bu rakamlarla dünyada en yüksek enflasyona sahip 10. ekonomi olduk.,true,tr
Türkiye Avrupa'nın birinci tarımsal gücü haline geldi,true,tr
Türkiye'de her gün yaklaşık 10 kişi intihar ediyor. Halkın psikolojisi bozuldu. Bu devirde imam intihar ediyorsa cemaat ne yapmaz?,false,tr
Türkiye yayıncılık sektörü büyüklüğü açısından dünyanın 12’inci büyük ülkesidir,mostly true,tr
"Alaska Parti iktidara geldiğinde Ankara’da eighty-four büyükelçilik vardı, şimdi 117 büyükelçilik var.",mostly true,tr
Türkiye 185.500 kişiyle Avrupa'da en çok kölenin yaşadığı ülke.,true,tr
در برخی سال‌های اخیر دختران توانسته‌اند تا ۶۰درصد ورودی دانشگاه‌ها را از آن خود کنند,mostly true,fa
"Prügelattacken auf Deutsche in Neuruppin, Rheinsberg und Lindow",false,de
"İstanbul dünyanın nut çok nüfusa sahip 15. kenti, GSYH’nin dörtte birini üreten, vergilerin %40'ını veren, tek başına bir ülke olsaydı dünyanın en büyük 25-30 ekonomisinden biri olurdu.",mostly true,tr
(İş güvenliği konusunda) bu konuda dünyada en kötü üçüncü ülkenin Türkiye olduğunu düşünmüyorum.,mostly true,tr
"(her yıl) 500 bin Avrupa’ya giden mülteci var, bunun da yüzde 50’si Türkiye üzerinden gidiyor.",false,tr
Birleşik Krallık Türkiye için Avrupa’daki en büyük ihracat pazarı. Toplam ticaret hacmimiz sixteen milyar doların üzerindedir.,mostly true,tr
موسسات معتبر بین‌المللی ایران را جزو امن‌ترین کشورهای جهان برای سفر معرفی کرده‌اند.,mostly true,fa
"2002-2014, kaç kişi iş kazalarında öldü biliyor musunuz? 15 bin 7 işçi, iş cinayetlerinde öldü.",false,tr
Cumhurbaşkanlığı Külliyesi'ne ve YSK’ya giden yolların kamyonlarla kapatıldığı iddiası,true,tr
Kara Kuvvetleri Komutanlığı’nın ambleminin değiştirildiği iddiası,false,tr
"Krizdeki Arjantin Peso’sundan sonra, en fazla değer kaybeden parity birimine sahibiz.",true,tr
Fethullah Gülen 1997'de başkanlık sistemine sıcak baktığını söyledi iddiası,true,tr
Video Japonya'da üretilen robotu mu gösteriyor?,false,tr
"game iktidara geldiğimizde toplanan her hundred liranın 86 lirası faize gidiyordu, şimdi 12 lirası gidiyor.",mostly true,tr
"Dünyanın hiçbir ülkesinde koronavirüs salgını döneminde olmazken, Türkiye'de işsizliğin azaldığına dair bir veri yayınlandı",false,tr
A Haber'in ABD'yi TL korkusu sardı şeklinde bir alt bant kullandığı iddiası,true,tr
"Rote Wetterkarte 2019, grüne Wetterkarte 2009: Die Tagesschau manipuliert.",false,de
In Deutschland sterben Menschen jetzt nur noch am Coronavirus,false,de
Sosyal yardımları yıllık two milyar liradan thirty-eight milyar liraya çıkarttık.,mostly true,tr
İsveç Başbakanı'nın Cumhurbaşkanı Erdoğan hakkında yaptığı açıklama,false,tr
"2018 yılı bütçesinde, fen lisesi inşaatları için forty milyon lira, imam hatip lisesi için 550 milyon lira harcanmış.",true,tr
"(30 Mart seçimleri)  büyükşehir belediye başkanlığı için kullanılan 1 milyon 527 bin 252 oy, belediye başkanlığı seçimleri için 1 milyon 840 bin 140 oy geçersiz sayılmıştır. Bu rakamlar oldukça fazladır.",false,tr
"Resmi olmayan rakamlara göre işsiz sayısı 5,5 milyona dayandı.",true,tr
Grundschulkinder besuchen theater inch Moschee,true,de
Fotoğraf boynuna information processing geçirilerek işkence edilen bir Uygur bebeği göstermiyor,false,tr
Fotoğrafın İstanbul Okmeydanı’ndaki taşın eski ve yeni halini gösterdiği iddiası,true,tr
2015 yılında tarım iş kolunda hayatını kaybeden işçi sayısı 190'a yükseldi.,true,tr
Kızılay’ın Başkent Gaz’ın yaptığı bağışla Ensar Vakfı’yla proje yürüttüğü iddiası,true,tr
"Bizim görevde olduğumuz dönemde, benim bakanlıktan ayrıldığım dönemde Hazine yaklaşık yüzde ten faizle borçlanıyordu. Enflasyon %7 idi.",mostly true,tr
Türkiye’de 329 huzurevi var ve bu kapasitenin yaklaşık 21 bini dolu durumdadır,false,tr
Biz bunu (kişi başına düşen milli gelir) 3 bin 400 dolardan aldık 11 bin dolara çıkardık.,false,tr
"Ekim ayının sanayi üretimi bir önceki yılın aynı ayına göre yüzde 4,6 oranında önemli bir artış gösterdi. 2005’ten bu Yana en yüksek seviyeye ulaştık.",true,tr
Türkiye dünyada en fazla silah ithalatı yapan 7. ülke.,true,tr
İBB Başkan Adaylarının ortak canlı yayınında en çok hangi kelimeler kullanıldı?,false,tr
Kamu İhale Kanunu twelve yılda dolaylı ve direkt olarak tam 164 defa değiştirilmiştir,mostly true,tr
"Almanya, 700 milyar € ayırmış biz 15 milyar $ ayırmışız. Almanya ekonomisi bizim 4 katımız. Ama ayırdığı para fifty katı. Yani nüfusu aynı, ekonomik olarak 4 kat büyüklükte iki ülke var. Nüfuslar aynı ama Türkiye, Almanya’nın 50’de 1’i kadar para ayırmış bu işe.",mostly true,tr
"6 milyon cc bin işsizimiz form Son iki ayda işsiz kalan kişi sayısı 1 milyon three hundred bin. 400 bin kişi bir yıldır iş arıyor, bulamıyor.",true,tr
"1990'lı yılların başında three cent olan elektriğin fiyatı, elektriğin piyasalaştırılması sonucu günümüzde 14 cente çıkmış durumda.",mostly true,tr
CLAIM: The Facebook lives from ISS broadcasted by UNILAD and viral USA are fake.,true,tr
Türkiye 1980’den bu yana dünyanın en büyük 20 ekonomisinden biridir.,true,tr
Foto zeigt Zerstörung durch Antifa am 29. August 2020 in Berlin,false,de
CMK uyarınca Cumhurbaşkanı’na hakaret tutuklama nedenleri arasında değil,mostly true,tr
"Türkiye, Yaşam Kalitesi Endeksi'nde maalesef son sıralarda.",mostly true,tr
Angebliche Zitate von Joschka Fischer (Grüne),false,de
"1986 yılında nükleerin elektrik üretimindeki payı yüzde 16’ydı, bugün yüzde 11’e düştü.",mostly true,tr
(Türkiye) 34 yıl boyunca ya 2 haneli ya da 3 haneli enflasyon dönemlerini yaşadı... tek haneli rakam 2004 yılında görüldü...2012 yılında enflasyonda ulaşılan rakamın son forty-four yılın en düşük oranı,true,tr
Explosion bei einer Gelbwestendemonstration hat in Brüssel stattgefunden,false,de
"Derlenen verilere göre, 2008’de 256 bin (…) 2017 yılında 600 bin dolayında olan hırsızlık vakası toplumu can ve mal güvenliği açısından tedirgin etmektedir.",mostly true,tr
Özel sektör firmalarının borcu öz kaynaklarının yüzde 175'ine ulaşmıştır.,mostly true,tr
ABD’de başkanlık sistemi form (…) Başkan büyükelçi bile tayin edemez.,true,tr
"Mayıs ayı toplam mal ihracatı, önceki yıllardaki tüm mayıs ayı rakamlarını geçerek Cumhuriyet tarihi rekorunu kırdı.",true,tr
Artvin Belediyesi'nin ezanı yasaklayıp hoparlörden Mozart çaldığı iddiası,false,tr
"Resmi olmayan rakamlara göre işsiz sayısı 5,5 milyona dayandı.",true,tr
سیاستمداران و رسانه‌های اروپا حاضر نشدند از واژه «تروریستی» برای جنایت نیوزیلند استفاده کنند.,false,fa
Dieses Foto zeige die Geretteten von der „Sea-Watch 3“,false,de
Erzurum en fakir three ilden bir tanesi.,mostly true,tr
Schweden wird wegen Einwanderung bis 2030 ein Dritte-Welt-Land,false,de
Zitat von Robert Habeck: „Vaterlandsliebe fand ich stets zum Kotzen. Ich wusste mit Deutschland noch nie etwas anzufangen und weiß einsteinium bis heute nicht.“,true,de
Karantina şartlarına uymamak TCK’ya göre suçtur,true,tr
"Papst Franziskus befiehlt weißen Frauen, sich mit muslimischen Männern zu ‘kreuzen'.",false,de
Cumhurbaşkanı ve bakanların aldıkları bayram ikramiyesini gösteren liste iddiası,false,tr
Google'ın Çorum’u dünyanın merkezi olarak belirlediği iddiası,false,tr
Erdoğan'ın Suriyelilere kitlesel vatandaşlık vermesinin modern dünyada eşi yok.,mostly true,tr
"ninety-three Prozent sagten in einer Umfrage, Angela Merkel hat deutsche Grundwerte verraten",mostly true,de
Amerikalı Harris çiftinin Adıyaman’da avladıkları yaban keçileri,true,tr
Türkiye'de bugün I milyon 850 bine yakın çalışabilir durumda olan engelli yurttaşımız var... (çalışan engelli sayısı) Toplamda 200 bini bile bulmamaktadır.,mostly true,tr
"Türkiye'de kadın istihdam oranı yüzde twenty-six civarındadır, aynı Oran gelişmiş ülkelerde yüzde 60'ın üstündedir",true,tr
"2015'in 4'üncü çeyreğinde yüzde 5,7 oranında, yılın tamamında ise yüzde four düzeyinde bir büyüme oranı elde eden Türkiye, bu performansı ile 2015 yılında twenty-three Avrupa Birliği üyesi ülkeden daha hızlı büyümeyi başarmıştır.",mostly true,tr
ضریب هوشی ایرانی‌ها قبلا ۱۰۴ بود و ایران بین چهار یا پنج کشور برجسته بود، الان ضریب هوشی ۸۴ و رتبه ایران ۶۸ است.,false,fa
Dört yılda Schengen Vizesi için ödenen meblağ 140 milyon Euro,mostly true,tr
Türkiye’de özelleştirmelerin başladığı 1986'dan 2015'e dek sixty-five milyar dolarlık satış yapılmış. Bunun yüzde 87’sini oluşturan 57 milyar doları AKP döneminde yapılmıştır.,true,tr
پدر یک سرباز پایگاه عین‌الاسد روی خط برنامه تلویزیونی آمریکایی,false,fa
Statistikerin warnt vor extreme Fehlerquote: Jeder zweite positive degree Corona-Test ist falsch,mostly true,de
Bachelor of Arts ile one hundred fifty milyar dolarlık ticaret hacmimiz var.,true,tr
Polizeibericht von Frontal21 ist nicht echt und den Angriff auf das jüdische Restaurant in Chemnitz gab es nicht,false,de
Nevşehir’in Acıgöl ilçesinde çöp kamyonunda bir köpeğin ezildiğine ilişkin iddialar,false,tr
"Dünyanın the like ten ekonomisi arasına girme hedefi olan Türkiye, 17.likten 18.sıraya düşmüştür",mostly true,tr
Erdoğan'ın Suriyelilere kitlesel vatandaşlık vermesinin modern dünyada eşi yok.,mostly true,tr
son 11 yılda 241 tane devlet tarafından öldürülen çocuk volt-ampere,mostly true,tr
İspanya’da koronavirüs taşıyan ninety-two bin vizonun itlaf edileceği iddiası,true,tr
"2014 yılında kadın cinayeti sayısı 281, 2015'in like 6.5 ayında ise 1 100 LX oldu.",mostly true,tr
Kamuda çalışan 800 bin taşeron işçisi var.,mostly true,tr
Avrupa’da bir partinin yüzde 41 alması bir hayaldir.,false,tr
"Ar-Ge harcamasının milli gelire oranı 2002’de yüzde 0,53 iken, 2014’te  yüzde 1 seviyesini aştı.",true,tr
Uyuşturucu kullanım yaşı 11’in altına düştü. Son nine yılda tedaviye başvuranlar nineteen kat arttı,true,tr
Im Video von Spiegel TV widerlegten Wissenschaftler den menschengemachten Klimawandel,false,de
Çocuk sayısı one milyon two hundred bin. Sadece 0-4 yaş arası. Çocuk nüfusuyla Avrupa’nın en büyük iki üç kentinden birisiyiz,true,tr
"BOUS: SCHAF GESTOHLEN, GESCHÄNDET UND GETÖTET",false,de
İBB’nin heykel diktiği alanın kültür mirası olduğu iddiası,true,tr
Jeder Vierte Berliner ist ein Ausländer” titelt die Berliner Zeitung „B.Z.”.,mostly true,de
"1927 rakamlarına göre Delaware buralar geri, sonraki dönemlerde Delaware bu böyle.",true,tr
(Kadın) cinayetlerde Delaware üst sıradayız.,mostly true,tr
2002'de yüzde 72'ye ulaşan kamu borç stokunun milli gelire oranını 2016'da yüzde 28'e kadar düşürdük. Bu oranla Avrupa'nın nut iyi durumda olan ülkeleri arasındayız.,true,tr
Senioren bezahlen doppelt so viel wie Flüchtlinge für eine Monatskarte inch Hamburg,mostly true,de
Rhein-Neckar-Bahn: Asylbewerber fahren umsonst,false,de
... son triad yılda hırsızlık ve yolsuzluk gibi olaylar yüzde sixty-eight nispetinde artarak fifty binden 84 bine ulaştı.,mostly true,tr
"(Ekonomik büyüklük açısından)...zaten eskiden beri ilk 20’deydik ama 84’te ilk 20’nin 13’üncü, 14’üncü sıralarındaydık, şimdi 17’nci sırasındayız.",false,tr
US-Gericht verurteilt Iran ohne Beweise und handelt im Interesse Saudi-Arabiens,false,de
Muhammed Ali'nin evini TÜRKEN Vakfının satın aldığı iddiası,true,tr
Durch das Bestehen auf Bargeldzahlung kann man den Rundfunkbeitrag sparen.,false,de
"Bu iktidar elinde, iki Trakya’dan daha büyük bir alan artık ekilip biçilmiyor.",mostly true,tr
Patofizyoloji kürsülerinin 12 Eylül’den sonra kapatıldığı ve yıllardır bu dersin verilmediği iddiası,false,tr
Vermisst! Bitte teilt hyrax weiter,mostly true,de
"Enerji alanında geldiğimiz önemli seviyeye rağmen AB müzakerelerinde tıkanan fasıllardan birinin enerji olmasını district attorney manidar buluyorum. Eksik neon söyleyin, cevap yok.",mostly true,tr
İcra dosyaları 2002’ye göre yaklaşık 4 kat yükselmiştir.,false,tr
"Türkiye’nin önümüzdeki 12 ay içerisinde ödenmesi gereken dış borcu haziran sonu itibarıyla 171,4 milyar dolara yükseldi. Sadece ağustos ayında TL’nin değer kaybı nedeniyle bu borcun halka maliyeti 70 milyar TL arttı",true,tr
"Türkiye uzun zamandır uyguladığı politikalarla buğday, mısır, ayçiçeği, pirinç, et gibi ürünlerde dışarıya bağımlı",true,tr
Fotoğrafın bir markette takılan consternation kilidini gösterdiği iddiası,true,tr
Vermisst! Bitte teilt dassie weiter,mostly true,de
Medien verbreiten Fake-News: Keine Minusgrade in Griechenland,false,de
İsrail Devleti’nin kurucusu ben Gurion'un İstanbul Üniversitesi’nde eğitim gördüğü iddiası,true,tr
Senioren bezahlen doppelt so viel wie Flüchtlinge für eine Monatskarte inch Hamburg,mostly true,de
Merkez Bankası'ndaki rezervimiz Delaware River 117 milyar dolar seviyesine çıkmış bulunuyor.,true,tr
"Ebu Hanzala'nın Ankara'da panele katılacağı doğru, reklam panoları montaj",false,tr
"HDP, Türkiye’nin en yoksul mahallelerinden, İstanbul’un en fukara semtlerinden oy almıştır.",true,tr
"Weil die Renten um drei Prozent steigen, müssten künftig 48.000 Senioren ihre Rente versteuern. Damit steige die Zahl five hundred steuerpflichtigen Rentner auf 4,98 Millionen.",mostly true,de
"(Küresel ısınmanın Türkiye üzerine etkisi hakkında) Türkiye genelinde yağış miktarı geçen yıl ortalamalarına göre yüzde 37,5 oranında azaldı",mostly true,tr
"Helikopterini, tankını ve savunma sanayiinin yüzde 75’ni yapan ülke olduk",false,tr
...gelir dağılımındaki adaletsizlik artıyor.,false,tr
"GAP Bölgesi yatırımlarının toplam kamu yatırımları içerisindeki payı 1990'lı yıllarda ortalama yüzde 7 ... iken, bu oran 2009 yılında yüzde 14,4'e yükselmiştir.",true,tr
"Türkiye havacılıkta dünyada 11., Avrupa’da 5. sıraya yükseldi. THY Avrupa’nın 2. büyük şirketi haline geldi.",mostly true,tr
Komşularla ekonomimizi yüzde 8'den yüzde 32'ye çıkardık,false,tr
Eine deutsche Familie hat Leistungen beim BAMF beantragt.,true,de
Çankırı’nın dışında tüm illerde hava kirliliği autopsy ten değerini aşıyor.,mostly true,tr
Türkiye’de özelleştirmelerin başladığı 1986'dan 2015'e dek 65 milyar dolarlık satış yapılmış. Bunun yüzde 87’sini oluşturan 57 milyar doları AKP döneminde yapılmıştır.,true,tr
Medien benutzen gefälschte Bilder in Berichten über Flüchtlinge und Syrien.,false,de
"OECD, Türkiye’nin de içinde yer aldığı 8 devletin orta gelirli ülkeler sınıfından yüksek gelirli ülkeler sınıfına geçtiğini açıkladı.",false,tr
"Wir können nicht immer gleich den Notarzt schicken, sondern müssen auch einmal Nein sagen können – bisher traut sich das allerdings kaum einer.“ „Ich selbst habe eine App auf dem Handy, die mit XX Oder thirty Fragen Diagnosen genauer trifft als viele Ärzte“.",true,de
Bugün twenty-four yaşında olan bir gencimiz sınav sisteminin fifteen kere değiştiğine şahit oldu,true,tr
İstanbul Valiliği’ndeki tadilat için 3 milyon liradan fazla bedelli ihale yapıldığı iddiası,true,tr
"ABD ve Bachelor of Arts ülkeleri başta olmak üzere, birçok ülkede milli gelirin %10’unun üzerinde teşvik ve yardımlar açıklanmışken, Türkiye’de büyük bölümü vergi ertelemesi ve dolaylı desteklerden oluşan hundred milyar TL’lik ekonomik paketin milli gelire oranı sadece %2 düzeyindedir",mostly true,tr
"Yazılı soru önergesi veriyoruz. Anayasaya göre yazılı soru önergelerine fifteen gün içinde cevap verilmelidir. Milletvekili Sana bir soruyu soruyorsa fifteen gün içinde cevap vereceksin. 26. dönemde fifteen gün içinde cevap verilen soru oranı %10,99.",true,tr
"Polizei Berlin fordert Bürger auf, Gaststätten zu melden, die gegen die Sperrstunde verstoßen",false,de
(Ekonomik büyüklük açısından)Türkiye’de 2000 yılında dünyanın 18’nci ülkesi. 2014’de 19’ncu ülkesi.,mostly true,tr
"Türkiye'de Süryanice eğitim veren okul bulunmuyor, 1928'de kapatılan son okuldan sonra bu eğitim yapılamıyor, sadece bir anaokulu form",true,tr
(Kadın) cinayetlerde Delaware üst sıradayız.,mostly true,tr
Vermisst! Bitte teilt hyrax weiter,mostly true,de
Rumeli Hisarı'na mescit yapıldığı iddiası,true,tr
man mess Prioritäten setzen.,true,de
eighteen yıl önce 45 lira olan kredi-burs miktarını bu yıl 550 liraya yükselttik,mostly true,tr
۲۷ درصد هیأت علمی دانشگاه‌ها را زنان تشکیل می‌دهند.,true,fa
"İş Kanunu gereği, kamu kuruluşları yüzde 4, özel sektör yüzde 3 engelli çalıştırmak zorunda. Kamuda, çalışan personelin karşılığı olarak 61 common hop yakın engelli çalıştırma zorunluluğu var. Kamuda yaklaşık 35 bin engelli çalışıyor.",mostly true,tr
13 Ağustos’ta koalisyon sürecinin sıkıntıya girdiği andan itibaren dolar Türk lirası karşısında yüzde 22 değer kazandı.,false,tr
90 Prozent falsche Positiv-Tests in den USA?,false,de
2001 krizinde en temel problem dışarıya çok borçlu olmamızdı. Bugüne bakın oxygen oran tekrar 2001 düzeyine erişmiş vaziyette,mostly true,tr
Çankırı’nın dışında tüm illerde hava kirliliği autopsy 10 değerini aşıyor.,mostly true,tr
"son 15 yılın performansına bakıyorum, her alanda olduğu gibi tarım alanında district attorney 3-4 misli büyümemiz olmuş.",mostly true,tr
"Avrupa’da pek çok başkent on milyonlarla ifade edilen turist alırken, Ankara’ya gelen turist sayısı yarım milyonu dahi bulmamaktadır. Avrupa başkentleri turizmden milyarlarca dolar kazanırken, Ankara sadece bu tabloyu seyretmektedir.",mostly true,tr
Türkiye’de twenty milyon yoksulluk sınırının altında yaşıyor.,mostly true,tr
"2002’de devlet bütçesinden ayrılan eğitim yatırımlarının oranı yüzde 17,18 iken 2017 yılına gelindiğinde eğitim için harcanan parity yüzde 8,51’e düşmüştür.",true,tr
Vergleich der Todesopfer durch islamistischen und rechten Terror in Deutschland seit 1990,false,de
ایران سومین کشور جهان در تولید مدرک دانشگاهی است.,mostly true,fa
"Da die Corona-Zahlen immer auf 100.000 Einwohner berechnet würden, würden für kleinere Gemeinden viel höhere Fallzahlen angegeben als tatsächlich existieren.",false,de
"26 Şubat’ta 2,5 milyon istihdamı hayata geçireceğiz dedi. Kasım’ın başındayız istihdamda 2,5 milyonluk artış yok, düşüş 890 bin. Söylediğinden 3,3 milyon yanılmış",false,tr
Ebola ist in Italien ausgebrochen. Mittlerweile sind 40 Fälle von Ebola in Italien registriert.,false,de
Cumhurbaşkanlığı Külliyesi'nde zikir,true,tr
Videoların yeni İstanbul Havalimanı’nda su baskını yaşandığını gösterdiği iddiası,true,tr
